,B3C3,D1D2,D6D5,G3F3,G4F4
0,1.4999999391017562,1.4999999928626915,1.499999983471978,1.499999983471978,1.4999999821814989
1,1.4999999391017562,1.4999999928626915,1.499999983471978,1.499999983471978,1.4999999821814989
2,1.4999999391017562,1.4999999928626915,1.499999983471978,1.499999983471978,1.4999999821814989
3,1.4999999391017562,1.4999999928626915,1.499999983471978,1.499999983471978,1.4999999821814989
4,1.4999999391017562,1.4999999928626915,1.499999983471978,1.499999983471978,1.4999999821814989
5,1.499999984552032,1.4999999987639279,1.4999999969169244,1.4999999969169244,1.4999999959647574
6,1.499999984552032,1.4999999987639279,1.4999999969169244,1.4999999969169244,1.4999999959647574
7,1.499999984552032,1.4999999987639279,1.4999999969169244,1.4999999969169244,1.4999999959647574
8,1.499999984552032,1.4999999987639279,1.4999999969169244,1.4999999969169244,1.4999999959647574
9,1.499999984552032,1.4999999987639279,1.4999999969169244,1.4999999969169244,1.4999999959647574
10,1.093354460984128,1.4999999991346082,1.4999999973668414,1.4999999973668414,1.499999996533409
11,1.093354460984128,1.4999999991346082,1.4999999973668414,1.4999999973668414,1.499999996533409
12,1.093354460984128,1.4999999991346082,1.4999999973668414,1.4999999973668414,1.499999996533409
13,1.093354460984128,1.4999999991346082,1.4999999973668414,1.4999999973668414,1.499999996533409
14,1.093354460984128,1.4999999991346082,1.4999999973668414,1.4999999973668414,1.499999996533409
15,0.5000000052421363,1.4999999961969739,1.4999999534798079,1.4999999534798079,1.499999926867193
16,0.5000000052421363,1.4999999961969739,1.4999999534798079,1.4999999534798079,1.499999926867193
17,0.5000000052421363,1.4999999961969739,1.4999999534798079,1.4999999534798079,1.499999926867193
18,0.5000000052421363,1.4999999961969739,1.4999999534798079,1.4999999534798079,1.499999926867193
19,0.5000000052421363,1.4999999961969739,1.4999999534798079,1.4999999534798079,1.499999926867193
20,0.500000001794634,1.4999999970617104,0.5825596607602582,0.5825596607602582,0.5000000055370204
21,0.500000001794634,1.4999999970617104,0.5825596607602582,0.5825596607602582,0.5000000055370204
22,0.500000001794634,1.4999999970617104,0.5825596607602582,0.5825596607602582,0.5000000055370204
23,0.500000001794634,1.4999999970617104,0.5825596607602582,0.5825596607602582,0.5000000055370204
24,0.500000001794634,1.4999999970617104,0.5825596607602582,0.5825596607602582,0.5000000055370204
25,0.5000000011648273,1.4999997192439163,0.500000002987228,0.500000002987228,0.500000002633872
26,0.5000000011648273,1.4999997192439163,0.500000002987228,0.500000002987228,0.500000002633872
