,B3C3,D1D2,D6D5,G3F3,G4F4
0,1.4999999936128898,1.4999999957898358,1.499999995285642,1.499999995285642,1.4999999959972994
1,1.4999999936128898,1.4999999957898358,1.499999995285642,1.499999995285642,1.4999999959972994
2,1.4999999936128898,1.4999999957898358,1.499999995285642,1.499999995285642,1.4999999959972994
3,1.4999999936128898,1.4999999957898358,1.499999995285642,1.499999995285642,1.4999999959972994
4,1.4999999940839868,1.499999996499654,1.4999999958972745,1.4999999958972745,1.4999999963333828
5,1.4999999940839868,1.499999996499654,1.4999999958972745,1.4999999958972745,1.4999999963333828
6,1.4999999940839868,1.499999996499654,1.4999999958972745,1.4999999958972745,1.4999999963333828
7,1.4999999940839868,1.499999996499654,1.4999999958972745,1.4999999958972745,1.4999999963333828
8,1.4999999995040956,1.49999999976769,1.4999999997129643,1.4999999997129643,1.4999999997484954
9,1.4999999995040956,1.49999999976769,1.4999999997129643,1.4999999997129643,1.4999999997484954
10,1.4999999995040956,1.49999999976769,1.4999999997129643,1.4999999997129643,1.4999999997484954
11,1.4999999995040956,1.49999999976769,1.4999999997129643,1.4999999997129643,1.4999999997484954
12,1.4999999941377171,1.4999999972254416,1.499999995890902,1.499999995890902,1.4999999964676165
13,1.4999999941377171,1.4999999972254416,1.499999995890902,1.499999995890902,1.4999999964676165
14,1.4999999941377171,1.4999999972254416,1.499999995890902,1.499999995890902,1.4999999964676165
15,1.4999999941377171,1.4999999972254416,1.499999995890902,1.499999995890902,1.4999999964676165
16,1.4331870982111465,1.499999998562506,1.49999999653796,1.49999999653796,1.4999999966009328
17,1.4331870982111465,1.499999998562506,1.49999999653796,1.49999999653796,1.4999999966009328
18,1.4331870982111465,1.499999998562506,1.49999999653796,1.49999999653796,1.4999999966009328
19,1.4331870982111465,1.499999998562506,1.49999999653796,1.49999999653796,1.4999999966009328
20,0.5000000155788684,1.4999999912027329,1.499999952918717,1.499999952918717,0.8760526905216595
21,0.5000000155788684,1.4999999912027329,1.499999952918717,1.499999952918717,0.8760526905216595
22,0.5000000155788684,1.4999999912027329,1.499999952918717,1.499999952918717,0.8760526905216595
23,0.5000000155788684,1.4999999912027329,1.499999952918717,1.499999952918717,0.8760526905216595
24,0.5000000019189345,1.4999999916132505,0.5000000066541629,0.5000000066541629,0.5000000057364411
25,0.5000000019189345,1.4999999916132505,0.5000000066541629,0.5000000066541629,0.5000000057364411
26,0.5000000019189345,1.4999999916132505,0.5000000066541629,0.5000000066541629,0.5000000057364411
27,0.5000000019189345,1.4999999916132505,0.5000000066541629,0.5000000066541629,0.5000000057364411
28,0.5000000000180185,0.5000000001436444,0.5000000000385387,0.5000000000385387,0.5000000000351004
29,0.5000000000180185,0.5000000001436444,0.5000000000385387,0.5000000000385387,0.5000000000351004
30,0.5000000000180185,0.5000000001436444,0.5000000000385387,0.5000000000385387,0.5000000000351004
31,0.5000000000180185,0.5000000001436444,0.5000000000385387,0.5000000000385387,0.5000000000351004
32,0.5000000009329464,0.5000000069967008,0.5000000020198612,0.5000000020198612,0.5000000016400995
33,0.5000000009329464,0.5000000069967008,0.5000000020198612,0.5000000020198612,0.5000000016400995
34,0.5000000009329464,0.5000000069967008,0.5000000020198612,0.5000000020198612,0.5000000016400995
35,0.5000000009329464,0.5000000069967008,0.5000000020198612,0.5000000020198612,0.5000000016400995
36,0.5000000002290151,1.4999999963276194,0.5000000006040377,0.5000000006040377,0.5000000005098932
37,0.5000000002290151,1.4999999963276194,0.5000000006040377,0.5000000006040377,0.5000000005098932
38,0.5000000002290151,1.4999999963276194,0.5000000006040377,0.5000000006040377,0.5000000005098932
39,0.5000000002290151,1.4999999963276194,0.5000000006040377,0.5000000006040377,0.5000000005098932
40,0.5000000021204575,1.499999996359989,0.5000000187469955,0.5000000187469955,0.5000000107172744
41,0.5000000021204575,1.499999996359989,0.5000000187469955,0.5000000187469955,0.5000000107172744
42,0.5000000021204575,1.499999996359989,0.5000000187469955,0.5000000187469955,0.5000000107172744
43,0.5000000021204575,1.499999996359989,0.5000000187469955,0.5000000187469955,0.5000000107172744
44,0.5000000008446854,1.4999999991114268,0.98556106484844,0.98556106484844,0.5000000112895542
45,0.5000000008446854,1.4999999991114268,0.98556106484844,0.98556106484844,0.5000000112895542
46,0.5000000008446854,1.4999999991114268,0.98556106484844,0.98556106484844,0.5000000112895542
47,0.5000000008446854,1.4999999991114268,0.98556106484844,0.98556106484844,0.5000000112895542
48,0.5000000148377215,1.4999999908562878,1.4999999354464142,1.4999999354464142,1.0299726770410238
49,0.5000000148377215,1.4999999908562878,1.4999999354464142,1.4999999354464142,1.0299726770410238
50,0.5000000148377215,1.4999999908562878,1.4999999354464142,1.4999999354464142,1.0299726770410238
51,0.5000000148377215,1.4999999908562878,1.4999999354464142,1.4999999354464142,1.0299726770410238
52,1.4999999897917178,1.4999999991108202,1.4999999982840022,1.4999999982840022,1.499999998534219
53,1.4999999897917178,1.4999999991108202,1.4999999982840022,1.4999999982840022,1.499999998534219
54,1.4999999897917178,1.4999999991108202,1.4999999982840022,1.4999999982840022,1.499999998534219
55,1.4999999897917178,1.4999999991108202,1.4999999982840022,1.4999999982840022,1.499999998534219
56,1.4999999762308427,1.49999999625584,1.499999992275374,1.499999992275374,1.4999999913727458
57,1.4999999762308427,1.49999999625584,1.499999992275374,1.499999992275374,1.4999999913727458
58,1.4999999762308427,1.49999999625584,1.499999992275374,1.499999992275374,1.4999999913727458
59,1.4999999762308427,1.49999999625584,1.499999992275374,1.499999992275374,1.4999999913727458
60,1.4999999958566685,1.4999999986382473,1.4999999971769817,1.4999999971769817,1.4999999969386284
61,1.4999999958566685,1.4999999986382473,1.4999999971769817,1.4999999971769817,1.4999999969386284
62,1.4999999958566685,1.4999999986382473,1.4999999971769817,1.4999999971769817,1.4999999969386284
63,1.4999999958566685,1.4999999986382473,1.4999999971769817,1.4999999971769817,1.4999999969386284
64,0.5000000027566147,1.4999999980247543,0.9880450943942694,0.9880450943942694,0.5000000849928565
65,0.5000000027566147,1.4999999980247543,0.9880450943942694,0.9880450943942694,0.5000000849928565
66,0.5000000027566147,1.4999999980247543,0.9880450943942694,0.9880450943942694,0.5000000849928565
67,0.5000000027566147,1.4999999980247543,0.9880450943942694,0.9880450943942694,0.5000000849928565
68,0.5000000019891571,0.5000001643111576,0.5000000053946361,0.5000000053946361,0.5000000041885146
69,0.5000000019891571,0.5000001643111576,0.5000000053946361,0.5000000053946361,0.5000000041885146
70,0.5000000019891571,0.5000001643111576,0.5000000053946361,0.5000000053946361,0.5000000041885146
71,0.5000000019891571,0.5000001643111576,0.5000000053946361,0.5000000053946361,0.5000000041885146
72,0.5000000004726506,0.5000000027537046,0.5000000009844284,0.5000000009844284,0.5000000007944833
73,0.5000000004726506,0.5000000027537046,0.5000000009844284,0.5000000009844284,0.5000000007944833
74,0.5000000004726506,0.5000000027537046,0.5000000009844284,0.5000000009844284,0.5000000007944833
75,0.5000000004726506,0.5000000027537046,0.5000000009844284,0.5000000009844284,0.5000000007944833
76,0.500000000003201,0.5000000000133449,0.5000000000060623,0.5000000000060623,0.5000000000049833
77,0.500000000003201,0.5000000000133449,0.5000000000060623,0.5000000000060623,0.5000000000049833
78,0.500000000003201,0.5000000000133449,0.5000000000060623,0.5000000000060623,0.5000000000049833
79,0.500000000003201,0.5000000000133449,0.5000000000060623,0.5000000000060623,0.5000000000049833
80,0.5000000000135929,0.50000000004913,0.5000000000235043,0.5000000000235043,0.5000000000198266
81,0.5000000000135929,0.50000000004913,0.5000000000235043,0.5000000000235043,0.5000000000198266
82,0.5000000000135929,0.50000000004913,0.5000000000235043,0.5000000000235043,0.5000000000198266
83,0.5000000000135929,0.50000000004913,0.5000000000235043,0.5000000000235043,0.5000000000198266
84,0.5000000000044176,0.5000000000145804,0.5000000000072813,0.5000000000072813,0.5000000000063208
